accno,store_name,rep_code,rep_name,health_score,tier_code,tier_label,tier_emoji,freq_3m,freq_6m,freq_12m,freq_score,visits_6m,visits_per_month,days_since_purchase,cadence_score,n_cats_all,n_cats_12m,cats_12m,basket_score,sku_depth_score,sku_depth_detail,trend_slope_pct,trend_score
KD003,Del Piero Trading CC,NP,Nikhil Panchal,60.6,at_risk,At-Risk,🟠,2.67,3.01,3.58,75.2,0,0.0,5,0.0,11,11,"Accessories, Enamel, Floor & Roof Paints, General, PVA Paints, Primers, Putty, QD Enamel, Specialised Coatings, Waterproofing, Woodcare",100.0,69.4,Primers:10.0%; Woodcare:36.0%; General:6.2%; Accessories:12.1%; QD Enamel:21.2%; PVA Paints:1.6%; Waterproofing:28.9%; Specialised Coatings:8.3%; Enamel:16.9%; Putty:37.5%; Floor & Roof Paints:12.2%,-8.09,9.5
KB032,Bonanza Plumbing & Electrical,AP,Amit Patel,60.5,narrow,Active but Narrow,🟡,0.67,0.5,0.5,12.5,0,0.0,61,0.0,11,11,"Accessories, Enamel, Floor & Roof Paints, General, PVA Paints, Primers, Putty, QD Enamel, Specialised Coatings, Waterproofing, Woodcare",100.0,82.8,PVA Paints:5.5%; Enamel:23.5%; Floor & Roof Paints:20.3%; Primers:7.5%; Waterproofing:34.2%; Woodcare:76.0%; Putty:12.5%; General:18.8%; Accessories:18.2%; QD Enamel:2.9%; Specialised Coatings:8.3%,56.12,100.0
KN034,Nu Shop hardware,AC,Aboo Cassim,60.4,at_risk,At-Risk,🟠,1.0,1.5,1.0,37.5,7,1.17,47,58.3,10,10,"Accessories, Enamel, Floor & Roof Paints, General, PVA Paints, Primers, Putty, QD Enamel, Specialised Coatings, Woodcare",90.9,100.0,PVA Paints:31.7%; Primers:30.0%; Enamel:30.6%; Floor & Roof Paints:31.1%; Woodcare:84.0%; Putty:37.5%; General:33.3%; Accessories:18.2%; QD Enamel:1.9%; Specialised Coatings:50.0%,-11.4,0.0
KV005,Valencia Hardware,BV,Bhadresh Vallabh,59.9,narrow,Active but Narrow,🟡,0.67,0.84,0.75,21.0,5,0.83,3,41.7,10,10,"Accessories, Enamel, Floor & Roof Paints, General, PVA Paints, Primers, Putty, QD Enamel, Waterproofing, Woodcare",90.9,59.4,Primers:5.0%; Woodcare:40.0%; Putty:50.0%; General:10.4%; Accessories:15.2%; QD Enamel:5.8%; Enamel:1.6%; Floor & Roof Paints:4.1%; Waterproofing:15.8%; PVA Paints:0.6%,6.34,81.7
KH018,Help U Build (Pty) Ltd,AC,Aboo Cassim,59.8,narrow,Active but Narrow,🟡,1.34,1.34,1.25,33.5,0,0.0,47,0.0,11,9,"Accessories, Enamel, General, Primers, Putty, QD Enamel, Specialised Coatings, Waterproofing, Woodcare",89.1,64.9,QD Enamel:9.6%; Waterproofing:7.9%; Putty:37.5%; Primers:15.0%; Accessories:18.2%; General:22.9%; Enamel:2.2%; Specialised Coatings:16.7%; Woodcare:16.0%,71.58,100.0
KA095,Sure Build,NP,Nikhil Panchal,59.0,narrow,Active but Narrow,🟡,2.0,2.0,1.83,50.0,0,0.0,12,0.0,10,9,"Accessories, Enamel, General, PVA Paints, Primers, Putty, QD Enamel, Waterproofing, Woodcare",85.5,80.1,Enamel:12.0%; Putty:37.5%; General:14.6%; QD Enamel:3.8%; Accessories:21.2%; Waterproofing:26.3%; PVA Paints:1.3%; Primers:7.5%; Woodcare:56.0%,1.75,58.8
KM120,Mr Build Pty Ltd,BV,Bhadresh Vallabh,58.8,at_risk,At-Risk,🟠,1.0,1.0,1.5,25.0,14,2.33,19,100.0,10,9,"Accessories, Enamel, General, PVA Paints, Primers, QD Enamel, Specialised Coatings, Waterproofing, Woodcare",85.5,79.3,PVA Paints:4.2%; Enamel:14.8%; Woodcare:56.0%; General:16.7%; Accessories:24.2%; QD Enamel:4.8%; Primers:10.0%; Waterproofing:39.5%; Specialised Coatings:8.3%,-48.55,0.0
KM046,Motala Building Supply,BV,Bhadresh Vallabh,58.7,at_risk,At-Risk,🟠,2.34,2.34,2.17,58.5,5,0.83,5,41.7,11,10,"Accessories, Enamel, Floor & Roof Paints, General, PVA Paints, Primers, QD Enamel, Specialised Coatings, Waterproofing, Woodcare",94.5,63.4,PVA Paints:4.5%; Enamel:17.5%; Floor & Roof Paints:5.4%; Primers:10.0%; Waterproofing:23.7%; Woodcare:48.0%; General:10.4%; QD Enamel:16.3%; Accessories:6.1%; Specialised Coatings:16.7%,-26.94,0.0
KM078,Mavambe Hardware,NP,Nikhil Panchal,58.3,at_risk,At-Risk,🟠,0.67,1.17,1.0,29.2,6,1.0,25,50.0,11,9,"Accessories, Enamel, General, PVA Paints, Primers, Putty, QD Enamel, Waterproofing, Woodcare",89.1,98.5,PVA Paints:5.5%; Enamel:17.5%; Waterproofing:28.9%; Woodcare:52.0%; General:27.1%; Accessories:27.3%; QD Enamel:5.8%; Putty:50.0%; Primers:7.5%,-7.32,13.4
KS127,Auto Paint Centre Westonarea,AC,Aboo Cassim,58.1,narrow,Active but Narrow,🟡,2.34,1.84,2.25,46.0,16,2.67,3,100.0,6,6,"Accessories, Enamel, Floor & Roof Paints, General, PVA Paints, Waterproofing",54.5,43.1,PVA Paints:6.5%; Enamel:24.6%; Floor & Roof Paints:14.9%; Waterproofing:10.5%; General:2.1%; Accessories:6.1%,1.76,58.8
KB013,New Bafana Bafana H Ware,AP,Amit Patel,58.0,at_risk,At-Risk,🟠,1.34,1.0,0.92,25.0,10,1.67,27,83.3,9,9,"Accessories, Enamel, Floor & Roof Paints, General, Primers, Putty, QD Enamel, Waterproofing, Woodcare",81.8,75.6,QD Enamel:9.6%; Primers:5.0%; Woodcare:60.0%; Accessories:18.2%; Enamel:10.4%; General:4.2%; Floor & Roof Paints:4.1%; Waterproofing:21.1%; Putty:37.5%,-5.56,22.2
KR034,Jeelani Investment TA Matanda,AP,Amit Patel,58.0,narrow,Active but Narrow,🟡,1.34,1.67,1.5,41.8,0,0.0,25,0.0,9,8,"Accessories, Enamel, General, PVA Paints, Primers, QD Enamel, Waterproofing, Woodcare",76.4,66.3,PVA Paints:3.9%; Enamel:18.0%; Accessories:15.2%; QD Enamel:6.7%; General:4.2%; Waterproofing:31.6%; Woodcare:48.0%; Primers:5.0%,9.65,98.2
KS050,Sheffield Paints & Hardware,AC,Aboo Cassim,57.7,narrow,Active but Narrow,🟡,2.0,2.17,2.75,54.2,4,0.67,39,33.3,8,6,"Accessories, Enamel, Floor & Roof Paints, PVA Paints, Waterproofing, Woodcare",61.8,38.3,PVA Paints:6.1%; Enamel:9.3%; Woodcare:28.0%; Floor & Roof Paints:2.7%; Waterproofing:5.3%; Accessories:6.1%,9.78,98.9
KA054,Al Soud Traders,AP,Amit Patel,57.4,narrow,Active but Narrow,🟡,0.67,0.84,0.83,21.0,0,0.0,28,0.0,10,10,"Accessories, Enamel, Floor & Roof Paints, General, PVA Paints, Primers, Putty, QD Enamel, Waterproofing, Woodcare",90.9,65.8,PVA Paints:7.4%; Enamel:13.7%; Accessories:12.1%; Putty:25.0%; Floor & Roof Paints:5.4%; Waterproofing:28.9%; General:4.2%; Woodcare:56.0%; QD Enamel:6.7%; Primers:5.0%,15.59,100.0
KL004,World Focus 1932 CC,AP,Amit Patel,57.4,at_risk,At-Risk,🟠,2.34,2.51,2.58,62.7,0,0.0,7,0.0,11,11,"Accessories, Enamel, Floor & Roof Paints, General, PVA Paints, Primers, Putty, QD Enamel, Specialised Coatings, Waterproofing, Woodcare",100.0,78.3,PVA Paints:3.9%; Enamel:15.8%; Waterproofing:23.7%; Woodcare:36.0%; Putty:50.0%; General:12.5%; Accessories:30.3%; QD Enamel:8.7%; Primers:10.0%; Specialised Coatings:8.3%; Floor & Roof Paints:16.2%,-14.2,0.0
KE008,Easy Build,NP,Nikhil Panchal,57.3,narrow,Active but Narrow,🟡,1.67,2.0,1.83,50.0,0,0.0,5,0.0,9,9,"Enamel, Floor & Roof Paints, General, PVA Paints, Primers, Putty, QD Enamel, Specialised Coatings, Woodcare",81.8,100.0,Primers:30.0%; Enamel:21.3%; Woodcare:84.0%; Putty:37.5%; QD Enamel:17.3%; PVA Paints:7.8%; Specialised Coatings:41.7%; Floor & Roof Paints:14.9%; General:22.9%,-3.0,35.0
KI015,Iskcon Steel,NP,Nikhil Panchal,57.2,narrow,Active but Narrow,🟡,3.67,3.67,3.33,91.8,5,0.83,3,41.7,4,4,"Accessories, Enamel, Primers, QD Enamel",36.4,60.8,QD Enamel:26.0%; Primers:17.5%; Accessories:9.1%; Enamel:8.2%,0.59,53.0
KS045,Siloam Hardware,AP,Amit Patel,57.0,narrow,Active but Narrow,🟡,1.34,1.17,1.33,29.2,4,0.67,25,33.3,9,8,"Accessories, Enamel, General, PVA Paints, Primers, QD Enamel, Waterproofing, Woodcare",76.4,45.2,Accessories:12.1%; Enamel:12.6%; Primers:10.0%; QD Enamel:9.6%; PVA Paints:0.3%; Woodcare:16.0%; Waterproofing:13.2%; General:16.7%,24.84,100.0
KF028,Fayaz and Brother 891 Pty Ltd,AP,Amit Patel,56.8,narrow,Active but Narrow,🟡,1.67,1.84,1.58,46.0,0,0.0,7,0.0,10,10,"Accessories, Enamel, Floor & Roof Paints, General, PVA Paints, Primers, QD Enamel, Specialised Coatings, Waterproofing, Woodcare",90.9,63.4,Accessories:24.2%; QD Enamel:14.4%; Enamel:12.0%; Floor & Roof Paints:2.7%; Woodcare:32.0%; PVA Paints:0.6%; Specialised Coatings:33.3%; General:8.3%; Primers:10.0%; Waterproofing:21.1%,1.34,56.7
KB098,Bismillah Hardware,AC,Aboo Cassim,56.8,at_risk,At-Risk,🟠,1.0,1.17,0.92,29.2,8,1.33,18,66.7,9,9,"Accessories, Enamel, General, PVA Paints, Primers, Putty, QD Enamel, Waterproofing, Woodcare",81.8,100.0,PVA Paints:28.8%; Enamel:20.2%; Primers:2.5%; Waterproofing:21.1%; Woodcare:80.0%; Putty:37.5%; General:31.2%; QD Enamel:6.7%; Accessories:9.1%,-28.73,0.0
KM012,Hardware City,BV,Bhadresh Vallabh,56.7,at_risk,At-Risk,🟠,0.33,0.33,0.5,8.2,14,2.33,4,100.0,6,6,"Enamel, General, PVA Paints, Primers, QD Enamel, Woodcare",54.5,55.1,Enamel:15.8%; Primers:15.0%; QD Enamel:29.8%; Woodcare:12.0%; PVA Paints:3.9%; General:6.2%,138.79,100.0
KA096,Alston Trading t/a Vhembe H/W,NP,Nikhil Panchal,56.2,narrow,Active but Narrow,🟡,0.67,0.67,0.83,16.8,21,3.5,49,100.0,7,6,"Accessories, Enamel, General, Primers, QD Enamel, Woodcare",58.2,51.6,Primers:5.0%; Woodcare:52.0%; General:6.2%; Accessories:12.1%; Enamel:1.1%; QD Enamel:1.0%,5.67,78.4
KB002,Bright Build,BV,Bhadresh Vallabh,56.2,narrow,Active but Narrow,🟡,1.34,0.84,1.25,21.0,0,0.0,27,0.0,10,10,"Accessories, Enamel, Floor & Roof Paints, General, PVA Paints, Primers, Putty, QD Enamel, Waterproofing, Woodcare",90.9,86.8,Enamel:16.9%; Floor & Roof Paints:5.4%; Primers:7.5%; Woodcare:24.0%; Putty:75.0%; Accessories:33.3%; QD Enamel:18.3%; PVA Paints:6.1%; Waterproofing:26.3%; General:4.2%,4.28,71.4
KJ038,Jamwaria & Son's T/A Alm Spare,NP,Nikhil Panchal,56.1,at_risk,At-Risk,🟠,0.33,0.17,0.08,4.2,2,0.33,46,16.7,11,11,"Accessories, Enamel, Floor & Roof Paints, General, PVA Paints, Primers, Putty, QD Enamel, Specialised Coatings, Waterproofing, Woodcare",100.0,100.0,PVA Paints:7.1%; Primers:27.5%; Enamel:19.1%; Floor & Roof Paints:24.3%; Waterproofing:34.2%; Woodcare:84.0%; Specialised Coatings:16.7%; Putty:62.5%; General:10.4%; Accessories:24.2%; QD Enamel:16.3%,0.0,50.0
KQ008,Silver Solution TA QUICK SAVE,NP,Nikhil Panchal,55.5,at_risk,At-Risk,🟠,1.0,0.84,1.0,21.0,5,0.83,12,41.7,10,10,"Accessories, Enamel, Floor & Roof Paints, General, PVA Paints, Primers, Putty, QD Enamel, Waterproofing, Woodcare",90.9,90.7,PVA Paints:4.5%; Enamel:15.3%; Waterproofing:31.6%; Woodcare:72.0%; Primers:12.5%; Putty:37.5%; General:18.8%; Accessories:18.2%; QD Enamel:9.6%; Floor & Roof Paints:6.8%,-5.87,20.7
KN011,Discount  HW TA Best Build,BV,Bhadresh Vallabh,55.5,narrow,Active but Narrow,🟡,0.67,0.84,0.92,21.0,5,0.83,48,41.7,9,8,"Accessories, Enamel, General, PVA Paints, Primers, Putty, QD Enamel, Woodcare",76.4,57.4,PVA Paints:6.1%; Enamel:12.0%; Putty:62.5%; General:10.4%; Woodcare:12.0%; QD Enamel:3.8%; Accessories:3.0%; Primers:5.0%,6.57,82.9
KB038,Bob's Hardware C.C.,AC,Aboo Cassim,55.5,narrow,Active but Narrow,🟡,0.33,1.84,1.83,46.0,0,0.0,47,0.0,10,10,"Accessories, Enamel, Floor & Roof Paints, General, PVA Paints, Primers, QD Enamel, Specialised Coatings, Waterproofing, Woodcare",90.9,77.4,PVA Paints:16.2%; Primers:25.0%; Enamel:26.2%; Floor & Roof Paints:18.9%; Woodcare:40.0%; General:22.9%; Waterproofing:5.3%; Specialised Coatings:25.0%; QD Enamel:4.8%; Accessories:9.1%,-3.16,34.2
KT002,Thohoyandou Hardware,NP,Nikhil Panchal,55.4,narrow,Active but Narrow,🟡,0.33,0.5,0.75,12.5,3,0.5,70,25.0,7,7,"Enamel, General, Primers, Putty, QD Enamel, Specialised Coatings, Woodcare",63.6,96.2,Enamel:15.8%; Woodcare:60.0%; Putty:37.5%; General:8.3%; QD Enamel:6.7%; Primers:15.0%; Specialised Coatings:25.0%,20.86,100.0
KH035,HGM Steelboys CC,BV,Bhadresh Vallabh,55.4,narrow,Active but Narrow,🟡,3.67,2.84,4.0,71.0,0,0.0,13,0.0,7,7,"Accessories, Enamel, General, PVA Paints, Primers, QD Enamel, Woodcare",63.6,23.5,Enamel:3.8%; Woodcare:4.0%; PVA Paints:1.9%; General:4.2%; Primers:12.5%; Accessories:6.1%; QD Enamel:8.7%,23.48,100.0
KS022,Super Blue Supermarket,BV,Bhadresh Vallabh,55.3,narrow,Active but Narrow,🟡,0.33,0.5,0.67,12.5,0,0.0,40,0.0,9,9,"Accessories, Enamel, Floor & Roof Paints, General, PVA Paints, Primers, QD Enamel, Waterproofing, Woodcare",81.8,84.0,PVA Paints:7.1%; Enamel:16.4%; Floor & Roof Paints:16.2%; Primers:5.0%; Woodcare:56.0%; General:31.2%; Accessories:30.3%; QD Enamel:5.8%; Waterproofing:21.1%,10.87,100.0
KP025,Platinum Auto Paints,AC,Aboo Cassim,55.0,narrow,Active but Narrow,🟡,2.67,2.84,3.25,71.0,0,0.0,18,0.0,5,5,"Accessories, Enamel, Floor & Roof Paints, PVA Paints, Waterproofing",45.5,57.6,Enamel:25.1%; PVA Paints:17.2%; Waterproofing:13.2%; Accessories:3.0%; Floor & Roof Paints:13.5%,23.78,100.0
KT036,Tshino Hardware,AP,Amit Patel,55.0,narrow,Active but Narrow,🟡,1.0,0.84,0.58,21.0,4,0.67,49,33.3,9,8,"Accessories, Enamel, General, PVA Paints, Primers, QD Enamel, Waterproofing, Woodcare",76.4,45.9,Primers:10.0%; Enamel:8.2%; Waterproofing:10.5%; Woodcare:28.0%; PVA Paints:1.6%; General:14.6%; QD Enamel:3.8%; Accessories:15.2%,87.78,100.0
KK006,Pir and Sons Trd (Kalamazoo),BV,Bhadresh Vallabh,55.0,narrow,Active but Narrow,🟡,0.67,0.67,1.42,16.8,5,0.83,27,41.7,9,9,"Accessories, Enamel, Floor & Roof Paints, General, PVA Paints, Primers, QD Enamel, Waterproofing, Woodcare",81.8,91.5,PVA Paints:4.9%; Enamel:19.7%; Floor & Roof Paints:17.6%; Primers:17.5%; Waterproofing:28.9%; Woodcare:68.0%; Accessories:21.2%; QD Enamel:13.5%; General:14.6%,-1.56,42.2
KH049,Home Build Hardware,NP,Nikhil Panchal,54.8,narrow,Active but Narrow,🟡,0.67,0.5,0.42,12.5,3,0.5,25,25.0,10,10,"Accessories, Enamel, Floor & Roof Paints, General, PVA Paints, Primers, Putty, QD Enamel, Waterproofing, Woodcare",90.9,65.5,PVA Paints:2.6%; Floor & Roof Paints:9.5%; General:8.3%; Accessories:15.2%; Enamel:6.0%; Waterproofing:28.9%; Woodcare:44.0%; Putty:37.5%; QD Enamel:6.7%; Primers:5.0%,4.42,72.1
KL022,Lucky Save Hardware,AP,Amit Patel,54.7,at_risk,At-Risk,🟠,1.67,1.17,1.67,29.2,4,0.67,7,33.3,10,10,"Accessories, Enamel, Floor & Roof Paints, General, PVA Paints, Primers, Putty, QD Enamel, Waterproofing, Woodcare",90.9,97.6,Enamel:23.0%; Floor & Roof Paints:14.9%; Woodcare:56.0%; Putty:50.0%; Accessories:30.3%; PVA Paints:6.1%; Primers:10.0%; Waterproofing:26.3%; General:18.8%; QD Enamel:8.7%,-9.32,3.4
KP061,Paint Mart Moe (Lenasia),AC,Aboo Cassim,54.5,dormant,Dead / Dormant,🔴,0.0,0.5,3.41,12.5,7,1.17,175,38.3,10,10,"Accessories, Enamel, Floor & Roof Paints, General, PVA Paints, Primers, Putty, Specialised Coatings, Waterproofing, Woodcare",90.9,72.3,Enamel:15.3%; PVA Paints:21.0%; Floor & Roof Paints:27.0%; Primers:5.0%; Accessories:27.3%; Putty:12.5%; Specialised Coatings:8.3%; Woodcare:24.0%; General:27.1%; Waterproofing:13.2%,0.0,50.0
KR018,Sonu Supermarket (Raj),BV,Bhadresh Vallabh,54.4,at_risk,At-Risk,🟠,1.34,1.0,1.25,25.0,6,1.0,4,50.0,10,10,"Accessories, Enamel, Floor & Roof Paints, General, PVA Paints, Primers, QD Enamel, Specialised Coatings, Waterproofing, Woodcare",90.9,89.3,PVA Paints:8.1%; Enamel:16.9%; Floor & Roof Paints:20.3%; Waterproofing:28.9%; Woodcare:76.0%; General:10.4%; Accessories:24.2%; QD Enamel:6.7%; Primers:15.0%; Specialised Coatings:16.7%,-13.43,0.0
KS125,Olympic Staff,1,1,54.4,at_risk,At-Risk,🟠,4.68,6.01,4.91,100.0,0,0.0,6,0.0,9,9,"Accessories, Enamel, Floor & Roof Paints, PVA Paints, Primers, QD Enamel, Specialised Coatings, Waterproofing, Woodcare",81.8,32.2,PVA Paints:5.5%; Accessories:18.2%; Woodcare:12.0%; Floor & Roof Paints:9.5%; Waterproofing:7.9%; Primers:2.5%; QD Enamel:5.8%; Enamel:2.7%; Specialised Coatings:8.3%,-44.58,0.0
KN014,Norman Building Material,AC,Aboo Cassim,54.2,narrow,Active but Narrow,🟡,1.67,1.34,1.25,33.5,7,1.17,19,58.3,3,3,"Accessories, General, Putty",27.3,92.5,General:16.7%; Accessories:15.2%; Putty:37.5%,31.19,100.0
KT034,TFS Hardware ( Qwa Qwa),NP,Nikhil Panchal,54.1,narrow,Active but Narrow,🟡,0.67,1.17,1.0,29.2,6,1.0,4,50.0,8,8,"Accessories, Enamel, Floor & Roof Paints, PVA Paints, Primers, QD Enamel, Waterproofing, Woodcare",72.7,70.2,PVA Paints:2.6%; Enamel:13.7%; Primers:15.0%; Waterproofing:36.8%; Woodcare:52.0%; QD Enamel:11.5%; Accessories:6.1%; Floor & Roof Paints:2.7%,-0.77,46.1
KB064,Builders Hyper C.C.,AC,Aboo Cassim,54.1,at_risk,At-Risk,🟠,2.34,2.67,2.5,66.8,0,0.0,7,0.0,9,9,"Enamel, Floor & Roof Paints, General, PVA Paints, Primers, Putty, QD Enamel, Specialised Coatings, Woodcare",81.8,86.0,PVA Paints:6.1%; Enamel:16.4%; Primers:25.0%; Woodcare:48.0%; Specialised Coatings:16.7%; Floor & Roof Paints:6.8%; Putty:37.5%; General:31.2%; QD Enamel:5.8%,-10.92,0.0
KW011,Hassims Supply Store,BV,Bhadresh Vallabh,53.9,at_risk,At-Risk,🟠,3.67,3.17,3.66,79.2,0,0.0,24,0.0,7,7,"Enamel, Floor & Roof Paints, General, Primers, Putty, Specialised Coatings, Woodcare",63.6,100.0,Enamel:37.2%; General:27.1%; Specialised Coatings:16.7%; Primers:17.5%; Woodcare:40.0%; Putty:37.5%; Floor & Roof Paints:8.1%,-53.65,0.0
KB011,Brits Hardware & Glass,BV,Bhadresh Vallabh,53.9,narrow,Active but Narrow,🟡,1.0,2.51,3.83,62.7,0,0.0,42,0.0,5,5,"Enamel, Floor & Roof Paints, PVA Paints, QD Enamel, Woodcare",45.5,63.5,Enamel:16.4%; Woodcare:48.0%; PVA Paints:5.8%; QD Enamel:3.8%; Floor & Roof Paints:5.4%,32.88,100.0
KA038,Ace Hardware & Furniture,AP,Amit Patel,53.7,at_risk,At-Risk,🟠,2.67,2.34,2.58,58.5,0,0.0,7,0.0,10,10,"Accessories, Enamel, Floor & Roof Paints, General, PVA Paints, Primers, Putty, QD Enamel, Waterproofing, Woodcare",90.9,78.4,Enamel:13.1%; Primers:10.0%; Waterproofing:36.8%; Woodcare:32.0%; Accessories:15.2%; PVA Paints:4.9%; Putty:50.0%; General:18.8%; Floor & Roof Paints:12.2%; QD Enamel:2.9%,-20.09,0.0
KK028,Kgapane Hardware Pty Ltd,BV,Bhadresh Vallabh,53.6,at_risk,At-Risk,🟠,1.34,1.5,1.42,37.5,0,0.0,5,0.0,11,11,"Accessories, Enamel, Floor & Roof Paints, General, PVA Paints, Primers, Putty, QD Enamel, Specialised Coatings, Waterproofing, Woodcare",100.0,95.1,Primers:10.0%; Enamel:25.1%; Floor & Roof Paints:31.1%; Woodcare:80.0%; Specialised Coatings:8.3%; Waterproofing:34.2%; Putty:37.5%; General:27.1%; PVA Paints:3.2%; QD Enamel:1.9%; Accessories:3.0%,-16.7,0.0
KE023,Easy Build Hardware Jubilee,NP,Nikhil Panchal,53.2,narrow,Active but Narrow,🟡,1.34,1.5,2.0,37.5,0,0.0,5,0.0,9,8,"Enamel, General, PVA Paints, Primers, Putty, QD Enamel, Specialised Coatings, Woodcare",76.4,88.7,PVA Paints:19.7%; Enamel:19.1%; Primers:10.0%; Woodcare:52.0%; Specialised Coatings:16.7%; Putty:25.0%; QD Enamel:7.7%; General:27.1%,0.08,50.4
KL028,Ilanga Hardware,AC,Aboo Cassim,53.1,narrow,Active but Narrow,🟡,1.34,1.34,1.33,33.5,0,0.0,18,0.0,6,5,"Enamel, PVA Paints, Putty, Specialised Coatings, Woodcare",49.1,100.0,Enamel:22.4%; Woodcare:44.0%; Putty:50.0%; PVA Paints:0.6%; Specialised Coatings:8.3%,16.77,100.0
KH008,Honest Electrical & Plumbing,NP,Nikhil Panchal,53.1,narrow,Active but Narrow,🟡,0.67,0.84,1.17,21.0,0,0.0,54,0.0,9,8,"Accessories, Enamel, General, Primers, Putty, QD Enamel, Waterproofing, Woodcare",76.4,66.2,Enamel:12.6%; Woodcare:32.0%; General:10.4%; Accessories:18.2%; QD Enamel:8.7%; Putty:37.5%; Waterproofing:7.9%; Primers:5.0%,29.65,100.0
KM159,MTS Hardware,AC,Aboo Cassim,53.0,at_risk,At-Risk,🟠,1.0,1.17,1.25,29.2,6,1.0,21,50.0,8,7,"Enamel, Floor & Roof Paints, General, PVA Paints, Primers, Specialised Coatings, Woodcare",67.3,99.0,Primers:10.0%; Enamel:21.3%; Floor & Roof Paints:20.3%; Woodcare:84.0%; Specialised Coatings:33.3%; PVA Paints:2.3%; General:2.1%,-5.75,21.2
KK016,Faiz Hardware (Pty) Ltd,BV,Bhadresh Vallabh,52.8,narrow,Active but Narrow,🟡,1.0,1.0,1.33,25.0,0,0.0,20,0.0,10,10,"Accessories, Enamel, Floor & Roof Paints, General, PVA Paints, Primers, Putty, QD Enamel, Waterproofing, Woodcare",90.9,63.8,Enamel:7.7%; Waterproofing:21.1%; Woodcare:56.0%; PVA Paints:2.9%; Accessories:18.2%; QD Enamel:8.7%; Primers:12.5%; Floor & Roof Paints:9.5%; General:10.4%; Putty:12.5%,2.88,64.4
KF035,Fix It Hardware,NP,Nikhil Panchal,52.6,dormant,Dead / Dormant,🔴,0.0,0.17,0.08,4.2,5,0.83,146,21.7,10,10,"Accessories, Enamel, Floor & Roof Paints, General, PVA Paints, Primers, Putty, QD Enamel, Waterproofing, Woodcare",90.9,90.0,PVA Paints:2.9%; Enamel:18.0%; Floor & Roof Paints:9.5%; Primers:10.0%; Waterproofing:31.6%; Woodcare:72.0%; Putty:25.0%; General:31.2%; Accessories:18.2%; QD Enamel:6.7%,0.0,50.0
KB094,Builders Den Pty Ltd,AC,Aboo Cassim,52.6,narrow,Active but Narrow,🟡,0.33,0.5,0.58,12.5,6,1.0,75,50.0,7,6,"Accessories, Primers, QD Enamel, Specialised Coatings, Waterproofing, Woodcare",58.2,63.3,Woodcare:60.0%; QD Enamel:3.8%; Primers:5.0%; Accessories:15.2%; Waterproofing:2.6%; Specialised Coatings:8.3%,39.64,100.0
KH023,Hassim's Hyper,BV,Bhadresh Vallabh,52.0,at_risk,At-Risk,🟠,1.34,1.5,1.58,37.5,0,0.0,27,0.0,11,11,"Accessories, Enamel, Floor & Roof Paints, General, PVA Paints, Primers, Putty, QD Enamel, Specialised Coatings, Waterproofing, Woodcare",100.0,84.2,Primers:25.0%; Enamel:29.0%; Floor & Roof Paints:9.5%; Accessories:33.3%; QD Enamel:1.9%; PVA Paints:3.6%; Waterproofing:23.7%; Woodcare:64.0%; Putty:25.0%; General:8.3%; Specialised Coatings:8.3%,-10.29,0.0
KJ019,Jiva Auto Paints,AC,Aboo Cassim,51.8,narrow,Active but Narrow,🟡,0.67,0.84,0.75,21.0,7,1.17,34,58.3,6,6,"Accessories, Enamel, PVA Paints, Primers, Waterproofing, Woodcare",54.5,43.3,PVA Paints:5.2%; Enamel:16.9%; Woodcare:32.0%; Waterproofing:5.3%; Accessories:3.0%; Primers:2.5%,18.44,100.0
KB062,Board City,AC,Aboo Cassim,51.7,at_risk,At-Risk,🟠,3.01,4.51,3.91,100.0,0,0.0,31,0.0,6,6,"Enamel, Floor & Roof Paints, PVA Paints, Primers, QD Enamel, Woodcare",54.5,68.5,Woodcare:52.0%; QD Enamel:1.0%; PVA Paints:13.9%; Floor & Roof Paints:8.1%; Enamel:15.3%; Primers:12.5%,-9.93,0.4
KH005,HMG Wholesalers,AP,Amit Patel,51.5,narrow,Active but Narrow,🟡,0.67,1.0,0.83,25.0,0,0.0,28,0.0,11,11,"Accessories, Enamel, Floor & Roof Paints, General, PVA Paints, Primers, Putty, QD Enamel, Specialised Coatings, Waterproofing, Woodcare",100.0,59.2,Primers:12.5%; Floor & Roof Paints:1.4%; Enamel:7.7%; Woodcare:36.0%; Putty:37.5%; Accessories:24.2%; PVA Paints:4.2%; QD Enamel:5.8%; Waterproofing:21.1%; Specialised Coatings:8.3%; General:4.2%,-1.55,42.3
KM162,Makro SA Market Place,KM,KM,51.3,at_risk,At-Risk,🟠,45.77,59.46,55.89,100.0,0,0.0,4,0.0,5,5,"Enamel, Floor & Roof Paints, PVA Paints, Primers, QD Enamel",45.5,84.6,PVA Paints:26.9%; Floor & Roof Paints:41.9%; Primers:5.0%; QD Enamel:18.3%; Enamel:13.7%,-12.19,0.0
KA031,Ash Building Supplies,BV,Bhadresh Vallabh,51.3,narrow,Active but Narrow,🟡,0.67,0.67,0.92,16.8,0,0.0,24,0.0,10,9,"Accessories, Enamel, Floor & Roof Paints, General, PVA Paints, Primers, QD Enamel, Waterproofing, Woodcare",85.5,43.3,Enamel:12.0%; Primers:5.0%; Woodcare:32.0%; General:18.8%; PVA Paints:3.2%; QD Enamel:4.8%; Waterproofing:10.5%; Accessories:3.0%; Floor & Roof Paints:8.1%,10.19,100.0
